186645;4023005
1573610;190363
128204;801818
138537;716260
1088647;1442921
173928;260453
171245;4723751
2605378;5189838
2671638;3733629
231361;600655
1557594;3402799
3650761;5296904
1524496;49391
10346331;2037311
2037311;372402
4545925;7869166
1190072;91293
111251;343107
161459;31717
246103;5594710
2406615;343107
3391420;399844
6918884;9071560
1534649;4023005
1172267;2345471
5159818;7601004
246103;253237
173559;442374
637714;64996
1297785;4897089
1584370;3391420
2648873;4144334
111251;762013
1152927;4023005
60981;64996
420920;6511450
1833361;5082
5380149;9936246
1013641;645947
1536145;3255771
1448613;3273342
2590870;7262
1932804;5335890
8263017;9936246
468;660957
6707322;7262
171245;399844
514609;6553902
4594825;712232
217367;9362801
2236273;3650761
124427;5432911
1336287;507678
1595069;2022803
2904578;7328658
4023005;6400214
105719;3705263
10363691;7473806
2438096;8558416
239513;46809
1744347;9014669
10008950;838297
1484325;5158645
613615;9866
1698144;4522109
253237;260453
1341245;357170
1526452;6708128
1584370;95454
2064514;762013
1336287;780485
2689724;5296904
5438380;7882662
173559;1827803
260453;3705263
240830;33324
240172;2590870
1120448;744411
240172;5829623
1297785;5146805
1172267;153937
1267639;2648873
1493976;9773247
323199;698552
105719;1740742
1633301;365596
5798223;8558416
1826692;238531
173219;4023005
2345471;246103
208340;260453
315596;700165
103510;4084891
170917;2377685
2848257;3366218
1056502;4560482
260453;425310
6078550;9936246
1183856;672767
2590870;9071560
1231514;174077
260453;325780
10364065;10364081
1041983;1922238
105719;9014669
5380149;9394378
141294;2150079
2590870;95454
1931443;248011
1702391;9518166
260453;798082
239513;716260
1592066;4356778
1138235;3481559
253237;573318
2643171;4804673
171245;2689724
153937;9014669
10348242;9351018
1331706;1728602
10316849;758738
634009;798082
3639013;4023005
317464;852181
4023005;725623
343107;5855365
10363772;1448613
1095675;126646
325780;762013
366321;488342
4266227;4947384
1702391;4023005
1383831;893082
5062162;5967271
16184;536740
1172267;325780
399844;4723751
5594710;613615
9402690;993322
1835769;3650761
1172267;1383831
1297785;3255771
4404526;8288311
343107;9014669
1694630;578021
240172;31698
1919659;4106278
1383096;4310946
10346331;45868
10331934;1642260
171245;5296904
1117699;8558416
2406615;5594710
1297785;1438562
1640669;335567
10363772;2590870
1183856;130532
1744347;2064514
1642260;7262
1218704;1744347
3908832;7677213
8500479;9256787
4419146;79640
9259948;9901767
5349674;78827
1642260;5829623
777820;9866
116642;275871
1536145;217367
1484325;822933
4723751;95454
1380862;5095435
2022803;5967271
323199;660957
311413;9946281
3081584;6898585
1584370;5151456
1643919;81981
3273342;5146805
163584;325780
439401;450201
4770403;483094
2495894;811085
2829600;343107
649076;8122315
4144334;4523221
111251;613615
3739808;4356778
2438096;777820
33324;468
2199416;2354108
2668221;63877
1846531;878187
325780;5855365
31827;7515089
10363772;4404526
64996;7378925
1172267;9014669
10349245;1438562
3705263;672767
7216884;943335
1297785;777820
1520965;5855365
10346331;103584
634009;700165
1642260;3908832
3403235;6046640
1056502;4129613
1438562;2438096
6708128;7419955
2236273;7262
1383831;4356778
6949040;785706
5829623;95454
130532;315596
535829;809093
1035296;3639013
2421925;5296904
190363;678465
140111;8263017
1297785;1633487
1768228;81981
103584;8062498
105719;325780
246103;762013
253237;9014669
2022803;8558416
3391420;3908832
1429460;2641501
6046640;6345702
1334295;3610253
5450495;79476
10363264;855464
3650761;399844
133808;2776956
6411463;6662066
240172;9518166
5798223;81981
4195632;4275617
1429460;2666257
10363772;4897089
10363772;8288311
4043781;4549053
736345;9918583
10363772;3366218
31698;5296904
3228111;5404033
1536145;2421925
1383831;2064514
483094;7216884
10363427;10363545
1383831;325780
1584370;399844
9054736;9153733
2273156;785706
10358468;4009945
240830;380079
3273342;5380149
130532;9014669
130532;5823644
343107;655297
1448613;7216884
1297785;217367
3273342;95454
3733629;6995870
1825381;494524
2421925;3391420
4805832;5062162
140111;7598390
1768228;843548
2650234;585534
1297785;8558416
1751865;9071560
1740742;777820
6038508;912649
130532;1493976
7216884;950086
697964;7391135
2829600;634009
31698;3255771
246103;893082
5151456;5380149
208340;2406615
697964;8173478
1228432;660957
573318;798082
203366;2354108
2345471;762013
2848257;5296904
138537;678465
130532;777820
2064514;325780
111324;8288311
635925;780485
613615;672767
5563875;6345702
1120448;2495894
31698;5829623
1183856;9014669
4805832;9687829
10346331;9936246
1774379;2023360
1744347;613615
2236273;399844
2406615;762013
5662642;6278969
1595069;3639013
4549053;6563111
383250;9130785
10179291;893082
1536145;1642260
4023005;535829
4433348;950086
701169;77956
5967271;8558416
10359056;9402747
3639013;577867
153937;893082
159840;8544506
4897089;7216884
1536145;7216884
3828743;4081722
399844;9936246
4031291;8108735
153937;2345471
343107;777820
5348175;5615294
3273342;5151456
3639013;5296904
573318;5823644
1383831;2829600
1172267;613615
1744347;425310
10363772;5380149
105719;613615
731515;801818
1584370;4897089
1692113;5062162
10363772;1318952
2641587;483094
10288604;5384588
6460795;7110160
6632271;735220
2848257;9071560
1232405;787518
217367;5296904
10282971;8941339
814300;956903
10359439;4253551
2689724;3908832
1232405;79476
103584;140111
323199;468
4951333;557294
2421925;4723751
260453;893082
173928;425310
166301;245394
3639013;4723751
1592066;8288311
10362685;92454
2421925;3650761
10179291;762013
323388;7018048
260453;9014669
660957;79476
1013641;2145986
3639013;9362801
8589210;9362801
2142408;6478551
111324;1595069
1691889;8816403
217367;6078550
3273342;9936246
7216884;9936246
1297785;3650761
1556963;2923194
1176475;6071885
1005679;6078550
1943676;7262
1633487;5829623
639601;834636
1642260;3273342
609896;98330
3650761;4770403
1438562;4988087
1507086;952783
4081722;4549053
1592066;4404526
5855365;634009
170917;5924269
2641587;2650234
3739808;613615
240172;3639013
4984576;7086966
47338;525838
1493976;700165
523965;557294
4356778;4770403
2829600;573318
1698144;6296142
1592066;2022803
1059327;5835687
101063;8122315
4033083;99704
1218704;1520965
1218704;260453
103584;2317407
2389051;5154317
171245;6707322
323199;33324
2650234;3651976
4723751;5296904
10362685;6313872
1943676;4433348
2904578;3434037
380079;46809
1445114;4770403
10333438;8081212
171245;7677213
233907;4829465
1336287;166301
2499235;5663952
10348382;4616534
6662066;8918426
10349245;7598390
1573610;240830
1438562;2594920
777820;9563008
10349089;1362558
3319465;4023005
10349089;6296142
1943676;3650761
7369740;8306902
140111;45868
358832;5987576
4433348;9394378
2785166;4586647
5829623;7388044
10361498;1146297
492616;5706703
1237070;5594710
2155800;7817509
2377685;8558416
1889462;2648873
1780156;474794
777820;9936246
2544928;7364336
1167668;322467
5823644;698552
10346331;9518166
34903;416255
103584;380079
2308863;63877
10349089;2641587
10363772;777820
10179291;1383831
1592066;9343878
1943676;3255771
240172;372402
10008950;3922884
1534649;645947
2946214;5158645
173559;4369772
6317347;731515
3391420;7216884
3255771;6707322
156895;7935
1035296;8851
672767;9866
1089309;701326
10361327;9918583
130532;2345471
111251;1237070
31698;7388044
419884;895831
217367;4723751
2624812;4023005
10331934;7414026
8263017;8589210
10363772;1943676
1493976;5855365
171245;9071560
7262;9071560
1218704;325780
1429402;946727
343107;675397
1773231;4549053
1089309;2776956
1445114;5062162
1203825;6867251
10363772;7598390
497428;7525363
1005679;1493976
1403983;3650761
241271;9067177
103584;1592898
4530729;68061
34903;3639013
4023005;8558416
105719;208340
1228432;1592898
122287;12637
2671638;2979404
1520965;153937
10330889;8081212
2145986;3650761
2552664;3639013
5825014;8816403
3319465;8558416
1623045;439401
173928;5594710
1522678;777820
1218704;3739808
10179291;153937
363344;5362303
1297785;9071560
153937;9866
10331934;95454
227395;227787
1445114;4404526
170917;2438096
3366218;399844
105719;153937
1592898;380079
1438562;5875315
2641587;585534
1633487;7677213
391057;5063477
6409465;7950771
240172;785706
1297785;5924269
1645228;741037
1153754;5080979
4770403;9936246
3739808;5823644
323925;6809394
1520965;4356778
10363772;171245
1617736;4368172
103584;170917
5146805;7216884
1573610;716260
1730702;853712
45868;6765328
325780;893082
1420603;8212586
2648873;5662642
1100408;6108233
3072923;6612863
1297785;140111
1107315;1691889
3366218;950086
141294;930064
1170909;4551878
3975713;5615294
10331934;2236273
3639013;526959
147214;155238
3273342;950086
1536145;3391420
527708;5352747
2068106;9518166
380079;5823644
4031291;7294690
217367;585534
111324;3650761
202871;240172
240830;660957
33324;678465
103584;7598390
1881091;4129613
4144334;9518166
3639013;4404526
343107;4023005
2946214;822933
5505099;5576241
741037;8122315
6159049;7598744
1172267;260453
3908832;4723751
4031291;829644
5823644;762013
10331934;2689724
1773231;6563111
138537;5823644
2590870;5146805
1633487;5296904
6056194;97088
4984576;8115002
10363772;785706
425310;762013
5025792;6188793
6701462;6974490
2317407;4988087
9610466;9646778
10359456;1728156
1584370;9394378
7262;9394378
1167668;1541631
2689724;4723751
401760;6898585
425310;9866
4549053;5348175
10349245;1297785
2546188;5901261
1232405;3639013
1237070;893082
1493976;634009
6511450;7685759
860276;9256787
3639013;3908832
130532;700165
6204290;8122315
1442249;497428
1536145;240172
2317407;8589210
325780;798082
1536145;9071560
419884;9518166
205834;6108233
10008950;10349089
6701462;9859291
6722439;6949040
246103;2829600
3650761;37359
6265273;8477159
5348175;6364323
420920;7685759
10296387;10332308
1943676;2848257
1089309;133808
10363772;5924269
3828743;6595389
4723751;6707322
2145986;4546053
1493976;2829600
126646;858454
762013;798082
2595251;8558416
1624959;731515
573318;700165
2354108;307006
3922884;6548820
1208119;831867
2354108;749025
3908832;95454
103584;79476
10363772;483094
1167668;3650761
1592898;1654770
4723751;7677213
9563008;9936246
1172267;5855365
1573610;468
10331934;8263017
1536145;483094
1138235;191233
10362722;12175
4897089;7677213
1383831;425310
103584;5450495
3394293;9677731
130532;8525
383250;4551271
10346331;5296904
1646303;26263
3391420;5146805
399844;7388044
1633487;6707322
7598390;9563008
217367;4770403
4897089;950086
140111;170917
219834;41827
4275617;860276
6296142;6548820
325780;9866
10363772;1642260
3908832;950086
2495894;378918
1237070;634009
1976010;7599745
3639013;4770403
208340;315596
1493976;893082
1595069;8288311
2236273;4433348
1744347;2345471
4019172;7601004
1889710;335467
103584;9362801
2354108;299901
4897089;7388044
10360812;1336287
46809;660957
1218704;1237070
130532;153937
5875315;777820
1795050;8477159
1013641;1534649
2689724;9394378
10363434;1053730
2236273;3391420
10349245;8062498
253237;8525
3922884;8155789
1943676;5151456
2421925;9936246
10164223;4144334
111324;1592066
10340324;3922884
7590891;81981
380079;5450495
4551271;727482
6504249;777820
153937;573318
798082;9014669
357170;663212
7598390;8589210
10340324;8155789
315596;5823644
295182;9946281
1438562;777820
31717;58730
4723751;4770403
1219279;3370584
10346331;6765328
1530423;201138
1536145;7677213
2595251;5798223
2135081;7601004
1297785;7414026
2421925;5829623
2829600;700165
6765328;9362801
798082;9866
4081722;7869430
1075965;245931
299901;6253494
1438562;45868
1035296;325780
1536145;6707322
4770403;8062498
526959;551541
3178143;845531
8435283;8544506
3344856;5404033
1699704;893853
1522678;868737
10346331;785706
153937;4356778
246103;672767
10179291;613615
10179291;253237
1493976;7414026
103584;46809
1536145;95454
2064514;5823644
2406615;5823644
4173503;81981
6548820;8155789
1740742;798082
3391420;9936246
552081;6081537
6765328;8589210
260453;672767
2377685;9936246
1282980;3929133
4530729;4951333
1493976;9866
3999721;547298
5450495;698552
27926;4530729
4952286;8677974
1541631;2145986
1307916;855464
34903;91293
10363291;4928933
399844;4770403
1526452;4586647
1438562;4770403
3849139;6211983
105719;2406615
2068106;372402
1383831;5855365
21728;2594920
7414026;7598390
3705263;5823644
1112998;7576559
10361286;527708
1642260;2590870
3577255;7155092
4433348;9936246
10363390;8941339
1493976;798082
1820007;1978878
103584;5823644
5362303;5563875
1438562;8062498
10363316;6313872
10363772;9936246
483094;5380149
1052821;4173503
2345471;3705263
3733629;5645004
2421925;5151456
3639013;8851
1520965;325780
487104;913292
111324;5967271
7895050;9153733
8525;9014669
7598390;9936246
1740742;253237
10179291;130532
4522109;838297
10331934;9071560
1172267;1744347
141294;340023
4433348;7677213
1369772;4368958
1203825;60981
526959;649076
1633487;3391420
1520965;2064514
1448613;9394378
616956;8359912
343107;425310
1698144;483094
343107;634009
1053730;6623432
155238;637714
4422911;701798
6406160;735008
2332094;4043781
103584;10363772
8592372;9259948
1183856;5823644
1493976;68061
2354108;5840084
1267639;5505099
4988087;8263017
325780;5837277
1267639;9518166
2068106;785706
1943676;2236273
170917;9936246
483094;950086
10363390;5025792
4356778;777820
153937;700165
1297785;3366218
1522678;457092
1744347;343107
1267639;5576241
1183856;1740742
1520965;573318
240172;5296904
1943676;950086
1107315;868737
10360262;3949252
130532;173928
2068106;3650761
10330889;10333438
1536145;5380149
1534649;1827803
10331934;1633487
2901725;3650761
10164223;2725611
325780;777820
7677213;95454
2273156;6722439
712232;744411
171245;483094
1925080;3639013
3255771;5296904
1212748;3349599
1405427;322467
367429;5226214
1579362;2093023
8558416;9343878
1237070;3705263
2421925;950086
9153733;9646778
101063;7525363
3320401;6513298
419884;5505099
2689724;6707322
240172;3255771
111324;4404526
103584;138537
260453;3739808
5146805;7262
1383831;762013
1740742;5855365
401760;8604205
3273342;7388044
246103;315596
2848257;3255771
1438562;170917
173928;2345471
1493976;1691889
31698;9394378
10340324;10349089
1534649;442374
3391420;483094
1120448;712232
171245;1943676
10354012;10364172
10355450;8034059
3366218;4723751
1438562;9936246
6078550;9563008
170917;9362801
1833361;5936174
3429329;948953
10360812;1334295
1297785;8062498
4023005;442374
138537;380079
1624959;801818
343107;672767
1744347;3739808
10331934;7388044
1383831;700165
3735621;6120235
1089309;907436
1493976;253237
2317407;8558416
5095435;9256787
111251;1172267
613615;9014669
1606304;2354108
1642260;3366218
1728602;60981
4081722;6364323
105719;8525
10363528;3321281
399844;5380149
1183856;798082
2632499;4884311
3639013;741037
1267639;419884
3366218;483094
2037311;6722439
45868;9936246
217367;7388044
1297785;9563008
3639013;6211983
2363295;6478195
418523;6622162
10361222;9402747
5151456;9394378
6765328;8062498
678465;79476
2354108;6960586
2829600;9014669
4541092;497428
1237070;5823644
1218704;893082
6765328;7414026
3639013;7388044
5594710;5855365
4023005;834636
1694630;209081
180603;7137
7741557;7760689
1592066;8558416
4530729;669670
217367;31698
246103;777820
10349245;10363772
1212057;2811986
217367;7598390
1183856;4356778
1698144;6548820
3639013;7216884
1633487;3650761
2006548;26890
5380149;7216884
128204;9071560
140111;9936246
7216884;9394378
6211983;701798
5348175;5909770
1218704;246103
2641587;6032656
1448613;950086
698552;79476
1744347;672767
1356417;43930
4897089;5829623
1536145;5829623
5829623;9071560
1405427;1684306
3391420;5829623
457092;5226214
5615294;6563111
